30	-34.9100000000000
50	-35.1100000000000
70	-34.6500000000000
90	-34.5300000000000
110	-35.2900000000000
130	-35.0200000000000
150	-35.0200000000000
170	-35.7800000000000
190	-35.1600000000000
210	-35.6100000000000
230	-35.1200000000000
250	-35.7900000000000
270	-35.8200000000000
290	-35.3600000000000
310	-36.0500000000000
330	-35.3900000000000
350	-36.1400000000000
370	-35.3300000000000
390	-35.3500000000000
410	-35.7200000000000
430	-35.0300000000000
450	-35.6100000000000
470	-35.8300000000000
490	-34.9300000000000
510	-35.0700000000000
530	-35.8700000000000
550	-35.1300000000000
570	-34.9800000000000
590	-35.0400000000000
610	-35.5400000000000
630	-34.8600000000000
650	-35.2500000000000
670	-36.4300000000000
690	-35.0700000000000
710	-35.2000000000000
730	-35.4900000000000
750	-35.6600000000000
770	-35.4000000000000
790	-35.1500000000000
810	-35.8000000000000
830	-35.3400000000000
850	-35.6200000000000
870	-35.3600000000000
890	-35.5900000000000
910	-35.1400000000000
930	-35.4500000000000
950	-35.6100000000000
970	-35.9200000000000
990	-34.9600000000000
1010	-35.2400000000000
1030	-35.0200000000000
1050	-35
1070	-34.9800000000000
1090	-35.4100000000000
1110	-35.7300000000000
1130	-35.3500000000000
1150	-35.7500000000000
1170	-35.4500000000000
1190	-35.3400000000000
1210	-35.3800000000000
1230	-35.2700000000000
1250	-35.1500000000000
1270	-35.3300000000000
1290	-35.3300000000000
1310	-35.2700000000000
1330	-35.1400000000000
1350	-34.6900000000000
1370	-35.4400000000000
1390	-35.2600000000000
1410	-35.1400000000000
1430	-35.2800000000000
1450	-34.4300000000000
1470	-35.7800000000000
1490	-35.3300000000000
1510	-35.8300000000000
1530	-35.3800000000000
1550	-35.3600000000000
1570	-35.7400000000000
1590	-34.4600000000000
1610	-34.6400000000000
1630	-35.2700000000000
1650	-35.8600000000000
1670	-35.4900000000000
1690	-35.2700000000000
1710	-35.8000000000000
1730	-34.9300000000000
1750	-35.5500000000000
1770	-35.9000000000000
1790	-35.4400000000000
1810	-35.4700000000000
1830	-35.3700000000000
1850	-35.0400000000000
1870	-35.3900000000000
1890	-34.4900000000000
1910	-35.0700000000000
1930	-34.4300000000000
1950	-34.7100000000000
1970	-35.1000000000000
1990	-35.3200000000000
2010	-35.1100000000000
2030	-34.7900000000000
2050	-35.3500000000000
2070	-34.9500000000000
2090	-34.8900000000000
2110	-35.0700000000000
2130	-35.4600000000000
2150	-35.1800000000000
2170	-36.0700000000000
2190	-35.7600000000000
2210	-35.2000000000000
2230	-35.2600000000000
2250	-34.8400000000000
2270	-34.5700000000000
2290	-34.8100000000000
2310	-35.1100000000000
2330	-34.9400000000000
2350	-35.0900000000000
2370	-35.2600000000000
2390	-35.0800000000000
2410	-34.6800000000000
2430	-34.8600000000000
2450	-35.3200000000000
2470	-35.8800000000000
2490	-35.4800000000000
2510	-35.7100000000000
2530	-34.8300000000000
2550	-35.2400000000000
2570	-34.8400000000000
2590	-35.4300000000000
2610	-35.0600000000000
2630	-35.4100000000000
2650	-35.1400000000000
2670	-35.1400000000000
2690	-35.4300000000000
2710	-35.3200000000000
2730	-35.1200000000000
2750	-35.1000000000000
2770	-34.8300000000000
2790	-34.9100000000000
2810	-34.9900000000000
2830	-34.9200000000000
2850	-34.6300000000000
2870	-35.4900000000000
2890	-35.2000000000000
2910	-34.9800000000000
2930	-34.8100000000000
2950	-34.3800000000000
2970	-34.8100000000000
2990	-34.8500000000000
3010	-34.7900000000000
3030	-35.4500000000000
3050	-35.1400000000000
3070	-34.9400000000000
3090	-35.1400000000000
3110	-34.9700000000000
3130	-34.8700000000000
3150	-35.0400000000000
3170	-35.2600000000000
3190	-34.5400000000000
3210	-35.2500000000000
3230	-35.2800000000000
3250	-34.7600000000000
3270	-35.5400000000000
3290	-35.2500000000000
3310	-35.2400000000000
3330	-34.8900000000000
3350	-34.2900000000000
3370	-34.9800000000000
3390	-35.4200000000000
3410	-34.6600000000000
3430	-34.8000000000000
3450	-34.6700000000000
3470	-35.1900000000000
3490	-35.2800000000000
3510	-34.7500000000000
3530	-35.1000000000000
3550	-35.4200000000000
3570	-34.7700000000000
3590	-34.6300000000000
3610	-35.0900000000000
3630	-35.1800000000000
3650	-34.9300000000000
3670	-34.2800000000000
3690	-34.7100000000000
3710	-34.6800000000000
3730	-34.4100000000000
3750	-34.6500000000000
3770	-35.3600000000000
3790	-35.2700000000000
3810	-34.7800000000000
3830	-35.0100000000000
3850	-35.1700000000000
3870	-35.3600000000000
3890	-34.9000000000000
3910	-35.3400000000000
3930	-35.1600000000000
3950	-34.8500000000000
3970	-35.1200000000000
3990	-34.9600000000000
4010	-35.1400000000000
4030	-34.4100000000000
4050	-35.2000000000000
4070	-34.7400000000000
4090	-35.5300000000000
4110	-35.1400000000000
4130	-34.8700000000000
4150	-35.2000000000000
4170	-34.7200000000000
4190	-34.7600000000000
4210	-34.5000000000000
4230	-34.7800000000000
4250	-35.0100000000000
4270	-35.2600000000000
4290	-34.9200000000000
4310	-34.6300000000000
4330	-34.7900000000000
4350	-34.7500000000000
4370	-35
4390	-35.4700000000000
4410	-35.2000000000000
4430	-34.7600000000000
4450	-34.0600000000000
4470	-34.8000000000000
4490	-35.1500000000000
4510	-34.8300000000000
4530	-35.2700000000000
4550	-34.8300000000000
4570	-34.2100000000000
4590	-34.5700000000000
4610	-34.5100000000000
4630	-35.0500000000000
4650	-34.6900000000000
4670	-35.2100000000000
4690	-35.0200000000000
4710	-34.7100000000000
4730	-34.7900000000000
4750	-35.0900000000000
4770	-34.5400000000000
4790	-34.8200000000000
4810	-34.6600000000000
4830	-34.9300000000000
4850	-34.4200000000000
4870	-34.8900000000000
4890	-34.7900000000000
4910	-34.6500000000000
