# DESCRIPTION:
# Reference: Rasmussen, S.O., Bigler, M., Blockley, S.P., Blunier, T., Buchardt, S.L., Clausen, H.B., Cvijanovic, I., Dahl-Jensen, D., Johnsen, S.J., Fischer, H., Gkinis, V., Guillevic, M., Hoek, W.Z., Lowe, J.J., Pedro, J.B., Popp, T., Seierstad, I.K., Steffensen, J.P., Svensson, A.M., Vallelonga, P., Vinther, B.M., Walker, M.J.C., Wheatley, J.J., Winstrup, M., 2014. A stratigraphic framework for abrupt climatic changes during the Last Glacial period based on three synchronized Greenland ice-core records: refining and extending the INTIMATE event stratigraphy. Quaternary Science Reviews 106, 14-28, https://doi.org/10.1016/j.quascirev.2014.09.007
# Data from: https://www.iceandclimate.nbi.ku.dk/data/. Accessed 28 Oct 2022.
# Comment: NGRIP1 and NGRIP2 were combined, double dates were removed, years were converted to kyr

Age [kyr b2k] (GICC05),δ18O [‰],Ca2+ [ppb]
82.29,-38.56,29.94
82.31,-38.23,22.77
82.33,-38.27,26.88
82.35,-38.61,32.98
82.37,-37.94,34.77
82.39,-37.55,29.57
82.41,-37.89,22.66
82.43,-38.26,26.6
82.45,-38.76,15.09
82.47,-37.84,18
82.49,-37.64,22.27
82.51,-38.11,27.59
82.53,-37.82,22.87
82.55,-37.37,23.4
82.57,-38.37,26.67
82.59,-37.43,21.42
82.61,-38.16,22.52
82.63,-38.22,23.87
82.65,-38.06,26.22
82.67,-38.34,26
82.69,-37.89,24.77
82.71,-37.29,17.85
82.73,-37.41,25.84
82.75,-38.41,26.18
82.77,-36.99,29.7
82.79,-37.83,23.68
82.81,-38.72,23.85
82.83,-38.56,22.48
82.85,-38.57,25.1
82.87,-38.23,22.41
82.89,-38.07,21.09
82.91,-38.05,18.76
82.93,-37.85,21.26
82.95,-37.97,32.52
82.97,-38.64,28.14
82.99,-38.1,20.4
83.01,-37.56,21.64
83.03,-37.38,21.81
83.05,-37.01,22.2
83.07,-36.78,20.07
83.09,-37.24,17.03
83.11,-37.35,25.02
83.13,-36.79,17.29
83.15,-36.9,17.14
83.17,-37.09,21.27
83.19,-37.42,27.07
83.21,-38.39,24.9
83.23,-37.3,23.27
83.25,-38.04,23.15
83.27,-37.87,21.68
83.29,-37.63,24.24
83.31,-37.73,24.31
83.33,-38.17,18.51
83.35,-37.85,19.28
83.37,-36.97,21.99
83.39,-38.44,23.53
83.41,-37.8,22.67
83.43,-38.03,24.26
83.45,-38.3,23.37
83.47,-37.87,18.88
83.49,-37.92,23.06
83.51,-37.43,19.07
83.53,-37.49,17.61
83.55,-36.86,15
83.57,-37.19,16.56
83.59,-36.64,16.46
83.61,-37.24,20.79
83.63,-37.31,18.09
83.65,-37.56,22.95
83.67,-36.43,15.58
83.69,-37.15,15.16
83.71,-36.45,15.34
83.73,-37.54,18.23
83.75,-37.96,25.7
83.77,-37.13,21.27
83.79,-37.81,22.61
83.81,-37.37,23.83
83.83,-38.18,19.52
83.85,-38.31,24.38
83.87,-37.78,20.5
83.89,-38.24,22.73
83.91,-37.83,16.58
83.93,-37.83,22.91
83.95,-37.97,23.09
83.97,-37.99,21.85
83.99,-36.72,18.13
84.01,-37.53,18.36
84.03,-37.21,15.43
84.05,-37.25,20.85
84.07,-37.08,19.18
84.09,-37.53,24.86
84.11,-37.54,21.13
84.13,-37.31,20.81
84.15,-37.19,21.83
84.17,-38.39,20.64
84.19,-37.66,29.78
84.21,-37.83,24.42
84.23,-37.05,
84.25,-37.99,22.47
84.27,-37.93,21.48
84.29,-37.91,30.41
84.31,-37.97,26.49
84.33,-37.84,24.43
84.35,-37.97,25.87
84.37,-38.54,25.61
84.39,-38.1,24.86
84.41,-37.84,21.05
84.43,-37.25,21.3
84.45,-37.13,20.05
84.47,-37.02,25.11
84.49,-37,28.87
84.51,-36.88,25.89
84.53,-37.46,24.13
84.55,-36.54,23.35
84.57,-37.3,26.5
84.59,-36.83,26.99
84.61,-36.87,24.82
84.63,-36.71,22.84
84.65,-36.44,21.77
84.67,-36.62,26.31
84.69,-37.17,24.27
84.71,-37.39,26.87
84.73,-36.09,25.98
84.75,-37.74,30.79
84.77,-39.76,51.3
84.79,-40.32,59.34
84.81,-41.45,55.01
84.83,-41.09,68.63
84.85,-40.79,81.87
84.87,-41.05,90.18
84.89,-41.06,123.91
84.91,-40.8,104.24
84.93,-41.17,102.36
84.95,-40.45,88.11
84.97,-39.2,82.32
84.99,-39.14,52.87
85.01,-37.59,42.18
85.03,-37.73,37.69
85.05,-39.84,67.58
85.07,-40.89,117.96
85.09,-40.67,71.08
85.11,-40.11,74.38
85.13,-40.41,92.18
85.15,-39.44,87.57
85.17,-39.84,81.54
85.19,-39.98,76.76
85.21,-41.28,91.22
85.23,-41.21,114.68
85.25,-41.27,100.39
85.27,-40.68,94.15
85.29,-40.79,104.89
85.31,-41.17,96.64
85.33,-39.62,75.16
85.35,-39.66,85.2
85.37,-40.96,123.53
85.39,-39.68,92.41
85.41,-40.82,113.13
85.43,-40.39,100.28
85.45,-40.95,86.11
85.47,-41.26,89.61
85.49,-41.91,75.55
85.51,-41.39,111.22
85.53,-40.47,101.61
85.55,-40.43,85.08
85.57,-40.47,108.39
85.59,-41.22,112.46
85.61,-42.86,119.81
85.63,-41.1,88.53
85.65,-41.16,113.43
85.67,-41.44,109.17
85.69,-41.2,109.96
85.71,-41.21,111.93
85.73,-41.72,125.99
85.75,-41.13,117.75
85.77,-41.86,133.08
85.79,-41.9,124.34
85.81,-40.45,90.08
85.83,-41.09,118.5
85.85,-41.04,115.06
85.87,-41.89,127
85.89,-41.27,133.92
85.91,-41.29,124.43
85.93,-40.28,115.13
85.95,-42.34,117.4
85.97,-41.89,100.88
85.99,-40.96,121.23
86.01,-40.86,114.6
86.03,-40.71,122.3
86.05,-40.86,127.38
86.07,-40.41,102.82
86.09,-40.33,105.03
86.11,-40.38,106.09
86.13,-40.6,132.57
86.15,-39.22,126.35
86.17,-40.73,98.28
86.19,-41.31,119.22
86.21,-41.47,110.64
86.23,-40.84,93.61
86.25,-41.12,101.78
86.27,-41.23,115.01
86.29,-41.33,129.17
86.31,-41.34,129.62
86.33,-41.08,116.55
86.35,-41.04,225.71
86.37,-41.57,134.3
86.39,-42.08,110.93
86.41,-41.07,133.04
86.43,-42.08,128.29
86.45,-40.71,116.07
86.47,-41.43,136.61
86.49,-40.61,142.19
86.51,-40.49,131.16
86.53,-40.73,135.03
86.55,-41.09,119.86
86.57,-41.18,133
86.59,-41.09,128.83
86.61,-41.29,130.41
86.63,-41.49,129.78
86.65,-41.39,191.67
86.67,-41.96,126.59
86.69,-40.82,177.57
86.71,-42.08,147.68
86.73,-42.02,149.09
86.75,-40.97,148.65
86.77,-42.74,148.81
86.79,-41.87,
86.81,-40.77,
86.83,-41.01,141.29
86.85,-41.77,141.29
86.87,-41.45,131.29
86.89,-40.76,108.29
86.91,-41.34,138.74
86.93,-41.32,132.54
86.95,-40.2,129.12
86.97,-40.83,108.96
86.99,-41.73,147.38
87.01,-41.06,126.53
87.03,-41.13,138.53
87.05,-41.24,165.03
87.07,-40.97,142.1
87.09,-42.4,164.93
87.11,-42.07,165.55
87.13,-42.36,173.73
87.15,-41.59,146.38
87.17,-41.44,190.19
87.19,-41.95,185.24
87.21,-42.5,173.37
87.23,-41.26,142.2
87.25,-41.76,150.18
87.27,-41.36,157.76
87.29,-41.09,152.19
87.31,-41.61,141.47
87.33,-41.74,194.45
87.35,-41.19,135.72
87.37,-41.37,153.98
87.39,-41.13,158.5
87.41,-41.95,169.05
87.43,-41.56,121.03
87.45,-41.75,151.93
87.47,-40.8,147.81
87.49,-41.68,114.27
87.51,-41.91,208.3
87.53,-42.17,165.94
87.55,-40.92,204.9
87.57,-42.01,178
87.59,-41.26,133.28
87.61,-41.26,85
87.63,-41.09,79.09
87.65,-41,65.66
87.67,-40.11,61.99
87.69,-40.49,60.49
87.71,-40.13,40.84
87.73,-39.53,43.88
87.75,-38.91,40.47
87.77,-39.02,40.09
87.79,-39.18,33.84
87.81,-39.8,38.46
87.83,-40,46.37
87.85,-39.77,44.29
87.87,-40.26,44.41
87.89,-40.77,47.85
87.91,-40.41,49.62
87.93,-39.94,53.81
87.95,-39.53,54.45
87.97,-40.36,62.44
87.99,-40.07,55.44
88.01,-39.45,46.87
88.03,-39.37,42.29
88.05,-39.73,51.36
88.07,-39.11,38.82
88.09,-38.89,31.38
88.11,-38.96,37.59
88.13,-38.88,30.6
88.15,-38.5,38.74
88.17,-39.24,39.52
88.19,-39.93,42.61
88.21,-39.93,46.96
88.23,-39.46,43.48
88.25,-40.3,40.92
88.27,-37.91,36.72
88.29,-39.21,38.02
88.31,-39.08,41.07
88.33,-38.3,35.9
88.35,-38.72,34.84
88.37,-37.98,32.67
88.39,-38.37,25.55
88.41,-39.02,32.4
88.43,-39.06,32.61
88.45,-38.67,34
88.47,-39.31,34.06
88.49,-38.85,33.79
88.51,-39.03,33.23
88.53,-38.63,31.11
88.55,-38.85,30.4
88.57,-38.86,30.81
88.59,-38.46,32.96
88.61,-38.14,30.14
88.63,-38.34,30.54
88.65,-38.29,24.5
88.67,-38.17,25.37
88.69,-38.59,27.75
88.71,-38.64,27.21
88.73,-39.29,28.68
88.75,-38.76,32.11
88.77,-38.94,30.35
88.79,-38.95,28.74
88.81,-39.32,27.38
88.83,-39.05,44.4
88.85,-39.36,40.79
88.87,-40.53,42.74
88.89,-39.93,38.32
88.91,-38.71,30.55
88.93,-39.62,28.18
88.95,-39.16,21.67
88.97,-38.34,24.99
88.99,-38.25,22.56
89.01,-38.63,32.24
89.03,-38.28,28.13
89.05,-37.89,21.97
89.07,-38.03,21.88
89.09,-38.36,20.52
89.11,-38.47,21.62
89.13,-38.8,21.51
89.15,-38.43,23.04
89.17,-38.24,23.55
89.19,-37.95,22.82
89.21,-38.4,30.41
89.23,-37.79,31.29
89.25,-38.17,31.38
89.27,-38.67,37
89.29,-38.99,32.02
89.31,-38.55,29.23
89.33,-38.04,20.75
89.35,-38.13,22.05
89.37,-37.57,24.33
89.39,-37.78,29.24
89.41,-37.74,25.06
89.43,-37.94,23.25
89.45,-37.75,19.54
89.47,-38.12,23.82
89.49,-38.02,26.12
89.51,-38.4,25.44
89.53,-37.26,28.65
89.55,-38.07,28.95
89.57,-38.4,25.13
89.59,-37.92,26.35
89.61,-37.7,21.57
89.63,-37.66,25.33
89.65,-37.51,22.83
89.67,-37.36,23.99
89.69,-38.01,24.08
89.71,-38.12,23.21
89.73,-38.02,21.12
89.75,-38.16,23.46
89.77,-37.2,23.07
89.79,-38.79,28.21
89.81,-39.46,30.74
89.83,-39.17,34.62
89.85,-38.4,27.91
89.87,-38.67,21.98
89.89,-38.06,20.49
89.91,-38.31,21.49
89.93,-37.85,24.67
89.95,-38.26,26.82
89.97,-37.63,21.84
89.99,-37.83,27.1
90.01,-38.26,38.88
90.03,-38.14,24.96
90.05,-39.15,38.04
90.07,-39.98,39.9
90.09,-39.88,42.88
90.11,-40.21,44.5
90.13,-40.84,56.65
90.15,-39.72,47.11
90.17,-39.75,46.56
90.19,-39.89,33.92
90.21,-39.22,35.96
90.23,-40.09,40.23
90.25,-39.49,34.62
90.27,-40.09,38.11
90.29,-39.64,27.95
90.31,-39.65,29.33
90.33,-39.64,38.73
90.35,-40.22,41.33
90.37,-39.84,42.18
90.39,-40,41.72
90.41,-39.25,31.04
90.43,-39.49,37.2
90.45,-39.53,32.61
90.47,-39.81,34.25
90.49,-39.07,35.24
90.51,-39.28,38.98
90.53,-39.3,45.33
90.55,-39.2,40.61
90.57,-39.67,34.41
90.59,-39.89,32.09
90.61,-40.01,36.08
90.63,-38.95,35.21
90.65,-39.88,31.73
90.67,-39.07,32.18
90.69,-39.99,37.13
90.71,-39.35,33.86
90.73,-39.31,32.11
90.75,-40.04,32.35
90.77,-39.52,39.36
90.79,-39.62,38.18
90.81,-39.77,34.52
90.83,-39.66,35
90.85,-39.34,34
90.87,-39.33,33.48
90.89,-40.07,43.18
90.91,-39.88,36.62
90.93,-39.04,34.92
90.95,-39.53,35.32
90.97,-39.15,36.38
90.99,-38.78,30.69
91.01,-39.62,34.21
91.03,-39.59,44.75
91.05,-39.3,39.52
91.07,-39.7,40.53
91.09,-39.42,42.23
91.11,-39.43,35.93
91.13,-39.32,46.18
91.15,-39.54,40.37
91.17,-39.57,40.4
91.19,-39.68,43.63
91.21,-38.98,42.33
91.23,-39.39,41.48
91.25,-38.76,34.86
91.27,-39.39,40.7
91.29,-39.87,34.41
91.31,-40.4,37.44
91.33,-39.01,33.23
91.35,-39.41,34.04
91.37,-39.53,35.68
91.39,-39.63,32.69
91.41,-39.97,33.07
91.43,-40,30.09
91.45,-39.78,32.85
91.47,-39.7,36.09
91.49,-39.72,41.01
91.51,-39.46,31.71
91.53,-40.63,35.51
91.55,-39.5,38.13
91.57,-39.43,34.21
91.59,-40.14,34.72
91.61,-39.78,42.93
91.63,-40.27,34.73
91.65,-39.87,38.39
91.67,-39.89,44.5
91.69,-39.74,38.41
91.71,-40.12,48.31
91.73,-39.5,41.53
91.75,-39.24,38.09
91.77,-39.46,37.2
91.79,-39.31,49.58
91.81,-38.42,31.38
91.83,-39.05,51.67
91.85,-39.01,35.16
91.87,-39.6,34.8
91.89,-39.25,37.41
91.91,-40.08,38.51
91.93,-39.81,44.95
91.95,-39.26,35.65
91.97,-40.12,39.85
91.99,-39.77,31.19
92.01,-39.7,41.55
92.03,-39.55,36.58
92.05,-39.63,33.99
92.07,-39.36,41.97
92.09,-39.76,44.92
92.11,-39.35,42.33
92.13,-40.05,37.07
92.15,-39.52,34.18
92.17,-39.21,109.31
92.19,-39.43,72.33
92.21,-40.12,43.16
92.23,-40.81,48.16
92.25,-39.78,45.15
92.27,-39.63,32.18
92.29,-40.6,43.23
92.31,-39.67,41.14
92.33,-38.98,35.5
92.35,-38.82,48.81
92.37,-39.32,35.33
92.39,-39.86,
92.41,-39.58,42.29
92.43,-39.53,48.63
92.45,-40.7,40.84
92.47,-38.82,37.45
92.49,-38.57,35.79
92.51,-39.45,44.29
92.53,-40.13,32.59
92.55,-39.2,37.74
92.57,-39.89,42.77
92.59,-39.51,30.04
92.61,-39.38,37.77
92.63,-40.14,37.33
92.65,-40.24,38.03
92.67,-39.48,34.47
92.69,-39.55,37.41
92.71,-39.58,39.3
92.73,-39.19,35.87
92.75,-39.63,28.81
92.77,-39.94,34.93
92.79,-39.2,29.6
92.81,-40.06,33.99
92.83,-39.55,30.82
92.85,-39.99,45.64
92.87,-40.47,35.03
92.89,-40.69,43.62
92.91,-40.13,39.98
92.93,-40.58,48.83
92.95,-39.92,32.88
92.97,-39.18,38.67
92.99,-40.02,37.91
93.01,-39.8,37.65
93.03,-39.97,33.55
93.05,-39.98,36.84
93.07,-40.08,39.74
93.09,-39.93,37.55
93.11,-39.74,34.91
93.13,-40.51,30.88
93.15,-39.71,31.19
93.17,-39.41,32.99
93.19,-39.44,33.96
93.21,-40.72,35.81
93.23,-40.18,37.74
93.25,-39,41.46
93.27,-39.2,34.04
93.29,-39.57,30.85
93.31,-38.71,32.4
93.33,-39.63,33.68
93.35,-40.14,43.09
93.37,-39.33,34.79
93.39,-40.32,29.03
93.41,-40.03,36.12
93.43,-39.47,33.34
93.45,-40.37,36.58
93.47,-39.35,30.28
93.49,-39.59,35.31
93.51,-39.55,35.36
93.53,-39.28,44.93
93.55,-39.72,39.77
93.57,-40,34.73
93.59,-39.83,33.3
93.61,-39.03,30.94
93.63,-38.58,33.06
93.65,-39.45,30.58
93.67,-39.58,33.54
93.69,-40.24,36.94
93.71,-39.01,30.73
93.73,-39.76,31.34
93.75,-40.56,52.15
93.77,-40.11,39.45
93.79,-39.79,38.03
93.81,-39.39,44.85
93.83,-38.95,30.6
93.85,-40.06,26.19
93.87,-39.69,28.23
93.89,-40.06,35.85
93.91,-39.15,34.61
93.93,-39.44,36.09
93.95,-39.34,29.97
93.97,-39.04,26.02
93.99,-38.77,32
94.01,-39.06,33
94.03,-39.5,37.68
94.05,-39.24,33.91
94.07,-39.84,31.03
94.09,-38.94,32.31
94.11,-40,29.59
94.13,-38.77,32.58
94.15,-39,36.69
94.17,-39.13,30.86
94.19,-38.26,27.15
94.21,-39.77,31.2
94.23,-39.05,28.7
94.25,-39.08,29.65
94.27,-39.07,36.34
94.29,-39.55,31.84
94.31,-40.24,32.2
94.33,-39.53,30.5
94.35,-39.88,33.56
94.37,-39.62,40.66
94.39,-39.08,27.14
94.41,-39.42,37.74
94.43,-39.71,33.1
94.45,-39.63,36.39
94.47,-39.63,33.12
94.49,-39.4,33.69
94.51,-39.18,30.52
94.53,-39.36,26.53
94.55,-39.71,31.11
94.57,-39.5,32.64
94.59,-39.61,38.96
94.61,-40.13,40.69
94.63,-40.13,39.9
94.65,-39.77,37.32
94.67,-39.59,33.69
94.69,-39.72,30.87
94.71,-39.37,21.49
94.73,-39.55,26.17
94.75,-39.58,30.68
94.77,-38.62,29.56
94.79,-39.07,26.98
94.81,-39.52,25.78
94.83,-38.78,26.15
94.85,-39.08,29.07
94.87,-40.41,27.43
94.89,-39.53,38.09
94.91,-38.46,27.92
94.93,-39.36,34.49
94.95,-39.46,29.91
94.97,-38.7,31.84
94.99,-39.41,35.48
95.01,-39.58,40.71
95.03,-39.19,34.49
95.05,-39.42,28.17
95.07,-39.04,30
95.09,-39.2,43.46
95.11,-38.84,30.18
95.13,-38.78,31.22
95.15,-37.57,24.82
95.17,-39.51,27.74
95.19,-39.01,26.68
95.21,-39.83,23.91
95.23,-39.54,31.74
95.25,-38.39,34.88
95.27,-39.22,32.84
95.29,-39.64,33.44
95.31,-39.2,38.48
95.33,-38.17,32.76
95.35,-39.13,29.45
95.37,-38.88,27.43
95.39,-38.06,24.8
95.41,-39.42,29.82
95.43,-38.83,28.75
95.45,-39.57,29.1
95.47,-38.76,29.13
95.49,-39.51,31.46
95.51,-39.12,27.36
95.53,-39.27,26.95
95.55,-39.07,24.66
95.57,-38.74,32.92
95.59,-39.73,30.78
95.61,-39.11,36.05
95.63,-37.98,29.39
95.65,-39,30.98
95.67,-38.47,28.91
95.69,-38.81,32.12
95.71,-38.85,22.68
95.73,-38.98,29.29
95.75,-38.64,34.82
95.77,-38.6,31.48
95.79,-38.59,31.99
95.81,-38.38,33.21
95.83,-38.81,27.64
95.85,-39,27.77
95.87,-38.68,33.12
95.89,-38.16,36.8
95.91,-38.62,34.05
95.93,-39.06,34.05
95.95,-39.26,38.98
95.97,-38.65,33.22
95.99,-39.11,29.59
96.01,-38.83,33.84
96.03,-38.92,24.58
96.05,-38.3,32.61
96.07,-38.68,41.64
96.09,-38.29,29.1
96.11,-38.34,27.87
96.13,-38.27,33.87
96.15,-38.89,31.79
96.17,-39.01,32.01
96.19,-39.04,27.12
96.21,-39.06,31.89
96.23,-38.36,31.09
96.25,-37.93,33.14
96.27,-38.67,30.96
96.29,-38.27,28.27
96.31,-38.79,31.32
96.33,-38.61,28.39
96.35,-38.4,30.8
96.37,-37.78,24.11
96.39,-38.11,25.79
96.41,-38.77,25.23
96.43,-37.71,24.06
96.45,-38.28,24.91
96.47,-38.31,27.9
96.49,-38.14,26.84
96.51,-37.95,26.74
96.53,-38.2,28.04
96.55,-38.7,31.94
96.57,-38.7,29.33
96.59,-39.12,28.07
96.61,-39.08,28.23
96.63,-39.25,27.57
96.65,-38.77,28.84
96.67,-39.56,28.68
96.69,-39.24,32.09
96.71,-39.22,36.32
96.73,-39.28,34.71
96.75,-38.85,39.9
96.77,-38.26,34.42
96.79,-37.39,18.98
96.81,-38.4,22.06
96.83,-38.42,21.16
96.85,-39.09,27.09
96.87,-38.57,29
96.89,-38.25,28.08
96.91,-39.27,31.66
96.93,-39.07,29.7
96.95,-38.67,32.55
96.97,-38.61,26.04
96.99,-38,27.46
97.01,-39.41,32.61
97.03,-39.06,26.45
97.05,-38.6,29.22
97.07,-38.66,29.27
97.09,-38.05,28.77
97.11,-39.06,25.16
97.13,-39.16,32.29
97.15,-38.02,24.63
97.17,-38.56,30.56
97.19,-38.4,27.89
97.21,-38.51,30.39
97.23,-38.69,30.47
97.25,-38.28,26.39
97.27,-38.31,24.89
97.29,-38.5,22.19
97.31,-37.58,26.32
97.33,-38.71,26.58
97.35,-38.89,25.97
97.37,-38.2,27.34
97.39,-38.19,25.03
97.41,-38.75,39.41
97.43,-37.64,20.31
97.45,-37.75,16.31
97.47,-38.21,21.55
97.49,-37.96,25.85
97.51,-37.3,24.13
97.53,-37.64,25.81
97.55,-38.9,27.67
97.57,-39.32,25.57
97.59,-39.17,21.35
97.61,-38.81,18.45
97.63,-38.62,24.96
97.65,-38.52,26.11
97.67,-37.8,26.82
97.69,-38.54,29.19
97.71,-38.62,28.17
97.73,-38.06,27.87
97.75,-38.82,23.38
97.77,-38.56,20.71
97.79,-38.95,27.58
97.81,-38.3,29.52
97.83,-38.59,29.28
97.85,-38.33,31.43
97.87,-38.82,25.39
97.89,-38.55,23.55
97.91,-38.26,29.24
97.93,-38.58,23.07
97.95,-38.38,33.41
97.97,-38.19,22.96
97.99,-39.46,28.94
98.01,-38.23,27.82
98.03,-38.02,23.72
98.05,-38.25,23.13
98.07,-38.31,24.18
98.09,-38.42,25.2
98.11,-38.68,25.5
98.13,-37.92,25.36
98.15,-38.94,39.89
98.17,-38.22,26.71
98.19,-38.83,29.44
98.21,-38.67,30.4
98.23,-37.47,24.44
98.25,-38.68,28.57
98.27,-38.81,32.36
98.29,-38.88,31.76
98.31,-38.52,31.05
98.33,-38.24,26.5
98.35,-38.45,28.18
98.37,-38.16,32.54
98.39,-38.86,25.93
98.41,-38.61,21.44
98.43,-38.2,26.27
98.45,-37.9,26.33
98.47,-38.75,27.96
98.49,-38.01,23.59
98.51,-37.17,29.65
98.53,-37.93,22.28
98.55,-38.54,22.52
98.57,-38.05,25.24
98.59,-38.18,24.51
98.61,-37.54,26.45
98.63,-38.42,28.19
98.65,-38,35.34
98.67,-38.41,28.85
98.69,-38.21,23.27
98.71,-37.52,21.97
98.73,-38.13,19.97
98.75,-37.61,23.98
98.77,-38.2,21.52
98.79,-37,17.87
98.81,-37.4,21.12
98.83,-37,19.02
98.85,-37.81,19.83
98.87,-37.74,23.11
98.89,-38.12,21.21
98.91,-38.21,25.41
98.93,-38.27,22.54
98.95,-37.99,23.71
98.97,-37.73,21.19
98.99,-37.71,29.9
99.01,-38.62,28.38
99.03,-38.42,28.4
99.05,-39.08,34.65
99.07,-38.54,24.53
99.09,-38.33,26.29
99.11,-37.73,24.81
99.13,-37.46,20.3
99.15,-38.46,22.22
99.17,-38.59,19.31
99.19,-38.23,22.11
99.21,-38.02,20.8
99.23,-38.13,23.82
99.25,-38.33,21.33
99.27,-37.88,20.95
99.29,-38.54,22.38
99.31,-38.24,23.94
99.33,-37.94,20.08
99.35,-37.88,26.12
99.37,-38.02,25.3
99.39,-37.01,21.15
99.41,-37.72,21.79
99.43,-38.29,21.73
99.45,-38.22,24.98
99.47,-37.48,19.88
99.49,-37.71,17.31
99.51,-38.39,21.48
99.53,-38.13,21.65
99.55,-38.26,22.61
99.57,-38.38,20.47
99.59,-37.52,14.27
99.61,-37.7,17.76
99.63,-37.45,21.02
99.65,-37.71,25.02
99.67,-37.81,19.06
99.69,-38.36,24.05
99.71,-37.67,23.43
99.73,-37.88,18.89
99.75,-37.52,20.17
99.77,-36.79,
99.79,-37.99,9.8
99.81,-37.61,15.32
99.83,-38.25,15.41
99.85,-37.78,16.23
99.87,-37.51,17.47
99.89,-37.36,16.79
99.91,-37.68,17.41
99.93,-37.35,16.66
99.95,-37.96,22.4
99.97,-37.37,20.07
99.99,-37.68,19.98
100.01,-37.44,18.87
100.03,-37.65,21.88
100.05,-37.64,22.86
100.07,-37.43,17.72
100.09,-37.18,20.83
100.11,-37.59,23.65
100.13,-37.3,21.74
100.15,-38.06,19.43
100.17,-37.98,19.91
100.19,-37.57,25.32
100.21,-38.36,16.6
100.23,-37.96,19.53
100.25,-37.74,22.49
100.27,-37.77,22.92
100.29,-37.67,23.38
100.31,-37.67,20.43
100.33,-37.95,18.55
100.35,-37.35,18.82
100.37,-37.83,17.04
100.39,-38.41,18.51
100.41,-37.95,19.89
100.43,-37.37,20.76
100.45,-38.25,20.72
100.47,-37.9,19.57
100.49,-38.06,23.33
100.51,-38.2,22.37
100.53,-37.59,23.35
100.55,-37.71,23.12
100.57,-38.43,22.05
100.59,-37.6,21.69
100.61,-37.33,20.36
100.63,-37.77,23.9
100.65,-37.67,
100.67,-38.67,
100.69,-37.95,23.83
100.71,-37.83,21.68
100.73,-37.91,24.21
100.75,-37.53,21.28
100.77,-37.23,21.48
100.79,-37.67,25.1
100.81,-38.6,25.11
100.83,-38.12,19.39
100.85,-38.22,22.71
100.87,-37.51,20.46
100.89,-37.53,24.25
100.91,-37.31,21.59
100.93,-37.74,19.54
100.95,-37.85,
100.97,-37.84,
100.99,-37.37,17.2
101.01,-37.28,18.92
101.03,-37.95,26.52
101.05,-38.02,22.62
101.07,-37.58,21.63
101.09,-37.47,22.84
101.11,-37.01,12.62
101.13,-37.6,22.61
101.15,-37.19,22.59
101.17,-37.75,22.93
101.19,-37.73,25.87
101.21,-36.79,23.2
101.23,-37.09,21.57
101.25,-36.84,20.43
101.27,-36.98,18.34
101.29,-37.6,20.51
101.31,-38.62,21.86
101.33,-37.75,22.84
101.35,-37.58,19.18
101.37,-37.68,17.13
101.39,-37.39,18.59
101.41,-37.64,22.97
101.43,-37.19,25.63
101.45,-37.6,26.91
101.47,-37.28,18.23
101.49,-37.6,21.51
101.51,-37.41,22.18
101.53,-37.35,22.18
101.55,-37.53,22.34
101.57,-37.75,14.85
101.59,-37.3,27.17
101.61,-37.6,21.65
101.63,-37.89,19.79
101.65,-37.07,21
101.67,-37.33,15.97
101.69,-37.5,19
101.71,-37.12,17.54
101.73,-37.24,29.39
101.75,-37.4,18.99
101.77,-37.59,21.83
101.79,-37.9,21.81
101.81,-37.32,22.12
101.83,-37.03,24.31
101.85,-36.33,17
101.87,-37.65,19.68
101.89,-37.17,20.51
101.91,-36.5,19.02
101.93,-37.37,19.81
101.95,-37.89,21.76
101.97,-37.52,20.53
101.99,-36.87,20.39
102.01,-36.77,17.12
102.03,-37.17,18.74
102.05,-37.26,20.85
102.07,-37.12,24.06
102.09,-36.72,20.69
102.11,-37.27,24.02
102.13,-37.07,21.46
102.15,-36.64,13.55
102.17,-37.18,14.82
102.19,-36.92,16.39
102.21,-37.78,19.68
102.23,-37.3,22.86
102.25,-36.64,21.24
102.27,-36.97,18.78
102.29,-36.27,19.06
102.31,-37.77,21.97
102.33,-37.23,20.82
102.35,-36.94,21.7
102.37,-36.74,24.66
102.39,-37.14,20.4
102.41,-36.97,17.01
102.43,-37.32,15.43
102.45,-37.1,15.87
102.47,-36.35,18.69
102.49,-36.59,16.19
102.51,-37.49,19.52
102.53,-37.19,17.76
102.55,-36.95,22.45
102.57,-36.88,16.01
102.59,-37.13,17.38
102.61,-36.74,17.05
102.63,-36.78,20.19
102.65,-37.31,20.15
102.67,-37.25,19.42
102.69,-37.17,18.11
102.71,-37.79,19.44
102.73,-37.71,22.99
102.75,-36.34,20.33
102.77,-36.55,18.2
102.79,-36.65,16.61
102.81,-37.4,21.23
102.83,-36.73,21.44
102.85,-36.76,20.3
102.87,-36.88,21.92
102.89,-35.8,18.66
102.91,-36.64,23.84
102.93,-36.06,21.54
102.95,-36.68,20.89
102.97,-36.71,19.05
102.99,-36.4,20.74
103.01,-37.74,23.89
103.03,-37.25,24.46
103.05,-37.46,25.69
103.07,-36.53,24.51
103.09,-36.47,20.07
103.11,-37.2,22.94
103.13,-36.83,19.95
103.15,-36.63,19.83
103.17,-36.71,20.65
103.19,-36.86,23.43
103.21,-36.44,21.8
103.23,-37.24,21.02
